"id","ghId","ghTitle","topic","conceptIndex","concept","learningModeProfile","representation","contentProfileId","contentProfileLabel","conceptClusterId","systemUse"
"gh-07-c02-f2c18870-transfer_context","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","2","牛顿-莱布尼茨公式","practice","applied","transfer_context","迁移应用","gh-07-c02-f2c18870","适合需要收集近迁移应用证据时调用"
"gh-07-c02-f2c18870-challenge_experiment","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","2","牛顿-莱布尼茨公式","experiment","visual","challenge_experiment","挑战实验","gh-07-c02-f2c18870","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-07-c02-f2c18870-spatial_or_2d_view","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","2","牛顿-莱布尼茨公式","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-07-c02-f2c18870","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-07-c02-f2c18870-teach_back_card","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","2","牛顿-莱布尼茨公式","practice","verbal","teach_back_card","讲给同伴听","gh-07-c02-f2c18870","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-07-c03-788b0682-intuition_simulation","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","3","换元法直觉","experiment","manipulative","intuition_simulation","直觉操作实验","gh-07-c03-788b0682","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-07-c03-788b0682-relationship_diagram","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","3","换元法直觉","lecture","relational","relationship_diagram","关系图谱","gh-07-c03-788b0682","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-07-c03-788b0682-symbolic_bridge","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","3","换元法直觉","lecture","symbolic","symbolic_bridge","符号桥接","gh-07-c03-788b0682","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-07-c03-788b0682-misconception_contrast","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","3","换元法直觉","game","relational","misconception_contrast","误解对比","gh-07-c03-788b0682","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-07-c03-788b0682-error_repair_challenge","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","3","换元法直觉","game","applied","error_repair_challenge","纠错挑战","gh-07-c03-788b0682","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-07-c03-788b0682-micro_practice","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","3","换元法直觉","practice","assessment","micro_practice","微练习确认","gh-07-c03-788b0682","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-07-c03-788b0682-transfer_context","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","3","换元法直觉","practice","applied","transfer_context","迁移应用","gh-07-c03-788b0682","适合需要收集近迁移应用证据时调用"
"gh-07-c03-788b0682-challenge_experiment","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","3","换元法直觉","experiment","visual","challenge_experiment","挑战实验","gh-07-c03-788b0682","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-07-c03-788b0682-spatial_or_2d_view","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","3","换元法直觉","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-07-c03-788b0682","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-07-c03-788b0682-teach_back_card","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","3","换元法直觉","practice","verbal","teach_back_card","讲给同伴听","gh-07-c03-788b0682","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-07-c04-f789227a-intuition_simulation","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","4","分部积分直觉","experiment","manipulative","intuition_simulation","直觉操作实验","gh-07-c04-f789227a","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-07-c04-f789227a-relationship_diagram","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","4","分部积分直觉","lecture","relational","relationship_diagram","关系图谱","gh-07-c04-f789227a","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-07-c04-f789227a-symbolic_bridge","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","4","分部积分直觉","lecture","symbolic","symbolic_bridge","符号桥接","gh-07-c04-f789227a","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-07-c04-f789227a-misconception_contrast","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","4","分部积分直觉","game","relational","misconception_contrast","误解对比","gh-07-c04-f789227a","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-07-c04-f789227a-error_repair_challenge","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","4","分部积分直觉","game","applied","error_repair_challenge","纠错挑战","gh-07-c04-f789227a","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-07-c04-f789227a-micro_practice","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","4","分部积分直觉","practice","assessment","micro_practice","微练习确认","gh-07-c04-f789227a","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-07-c04-f789227a-transfer_context","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","4","分部积分直觉","practice","applied","transfer_context","迁移应用","gh-07-c04-f789227a","适合需要收集近迁移应用证据时调用"
"gh-07-c04-f789227a-challenge_experiment","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","4","分部积分直觉","experiment","visual","challenge_experiment","挑战实验","gh-07-c04-f789227a","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-07-c04-f789227a-spatial_or_2d_view","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","4","分部积分直觉","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-07-c04-f789227a","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-07-c04-f789227a-teach_back_card","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","4","分部积分直觉","practice","verbal","teach_back_card","讲给同伴听","gh-07-c04-f789227a","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-08-c01-7e238933-intuition_simulation","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","1","多输入函数","experiment","manipulative","intuition_simulation","直觉操作实验","gh-08-c01-7e238933","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-08-c01-7e238933-relationship_diagram","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","1","多输入函数","lecture","relational","relationship_diagram","关系图谱","gh-08-c01-7e238933","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-08-c01-7e238933-symbolic_bridge","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","1","多输入函数","lecture","symbolic","symbolic_bridge","符号桥接","gh-08-c01-7e238933","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-08-c01-7e238933-misconception_contrast","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","1","多输入函数","game","relational","misconception_contrast","误解对比","gh-08-c01-7e238933","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-08-c01-7e238933-error_repair_challenge","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","1","多输入函数","game","applied","error_repair_challenge","纠错挑战","gh-08-c01-7e238933","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-08-c01-7e238933-micro_practice","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","1","多输入函数","practice","assessment","micro_practice","微练习确认","gh-08-c01-7e238933","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-08-c01-7e238933-transfer_context","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","1","多输入函数","practice","applied","transfer_context","迁移应用","gh-08-c01-7e238933","适合需要收集近迁移应用证据时调用"
"gh-08-c01-7e238933-challenge_experiment","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","1","多输入函数","experiment","visual","challenge_experiment","挑战实验","gh-08-c01-7e238933","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-08-c01-7e238933-spatial_or_2d_view","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","1","多输入函数","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-08-c01-7e238933","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-08-c01-7e238933-teach_back_card","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","1","多输入函数","practice","verbal","teach_back_card","讲给同伴听","gh-08-c01-7e238933","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-08-c02-76fee6bf-intuition_simulation","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","2","曲面与等高线","experiment","manipulative","intuition_simulation","直觉操作实验","gh-08-c02-76fee6bf","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-08-c02-76fee6bf-relationship_diagram","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","2","曲面与等高线","lecture","relational","relationship_diagram","关系图谱","gh-08-c02-76fee6bf","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-08-c02-76fee6bf-symbolic_bridge","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","2","曲面与等高线","lecture","symbolic","symbolic_bridge","符号桥接","gh-08-c02-76fee6bf","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-08-c02-76fee6bf-misconception_contrast","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","2","曲面与等高线","game","relational","misconception_contrast","误解对比","gh-08-c02-76fee6bf","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-08-c02-76fee6bf-error_repair_challenge","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","2","曲面与等高线","game","applied","error_repair_challenge","纠错挑战","gh-08-c02-76fee6bf","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-08-c02-76fee6bf-micro_practice","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","2","曲面与等高线","practice","assessment","micro_practice","微练习确认","gh-08-c02-76fee6bf","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-08-c02-76fee6bf-transfer_context","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","2","曲面与等高线","practice","applied","transfer_context","迁移应用","gh-08-c02-76fee6bf","适合需要收集近迁移应用证据时调用"
"gh-08-c02-76fee6bf-challenge_experiment","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","2","曲面与等高线","experiment","visual","challenge_experiment","挑战实验","gh-08-c02-76fee6bf","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-08-c02-76fee6bf-spatial_or_2d_view","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","2","曲面与等高线","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-08-c02-76fee6bf","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-08-c02-76fee6bf-teach_back_card","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","2","曲面与等高线","practice","verbal","teach_back_card","讲给同伴听","gh-08-c02-76fee6bf","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-08-c03-ae40be2f-intuition_simulation","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","3","偏导数","experiment","manipulative","intuition_simulation","直觉操作实验","gh-08-c03-ae40be2f","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-08-c03-ae40be2f-relationship_diagram","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","3","偏导数","lecture","relational","relationship_diagram","关系图谱","gh-08-c03-ae40be2f","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-08-c03-ae40be2f-symbolic_bridge","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","3","偏导数","lecture","symbolic","symbolic_bridge","符号桥接","gh-08-c03-ae40be2f","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-08-c03-ae40be2f-misconception_contrast","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","3","偏导数","game","relational","misconception_contrast","误解对比","gh-08-c03-ae40be2f","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-08-c03-ae40be2f-error_repair_challenge","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","3","偏导数","game","applied","error_repair_challenge","纠错挑战","gh-08-c03-ae40be2f","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-08-c03-ae40be2f-micro_practice","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","3","偏导数","practice","assessment","micro_practice","微练习确认","gh-08-c03-ae40be2f","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-08-c03-ae40be2f-transfer_context","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","3","偏导数","practice","applied","transfer_context","迁移应用","gh-08-c03-ae40be2f","适合需要收集近迁移应用证据时调用"
"gh-08-c03-ae40be2f-challenge_experiment","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","3","偏导数","experiment","visual","challenge_experiment","挑战实验","gh-08-c03-ae40be2f","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-08-c03-ae40be2f-spatial_or_2d_view","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","3","偏导数","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-08-c03-ae40be2f","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-08-c03-ae40be2f-teach_back_card","GH-08","多元函数、曲面与偏导数","多元函数、曲面与偏导数","3","偏导数","practice","verbal","teach_back_card","讲给同伴听","gh-08-c03-ae40be2f","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-09-c01-b9fcfc32-intuition_simulation","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","1","梯度向量","experiment","manipulative","intuition_simulation","直觉操作实验","gh-09-c01-b9fcfc32","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-09-c01-b9fcfc32-relationship_diagram","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","1","梯度向量","lecture","relational","relationship_diagram","关系图谱","gh-09-c01-b9fcfc32","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-09-c01-b9fcfc32-symbolic_bridge","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","1","梯度向量","lecture","symbolic","symbolic_bridge","符号桥接","gh-09-c01-b9fcfc32","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-09-c01-b9fcfc32-misconception_contrast","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","1","梯度向量","game","relational","misconception_contrast","误解对比","gh-09-c01-b9fcfc32","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-09-c01-b9fcfc32-error_repair_challenge","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","1","梯度向量","game","applied","error_repair_challenge","纠错挑战","gh-09-c01-b9fcfc32","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-09-c01-b9fcfc32-micro_practice","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","1","梯度向量","practice","assessment","micro_practice","微练习确认","gh-09-c01-b9fcfc32","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-09-c01-b9fcfc32-transfer_context","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","1","梯度向量","practice","applied","transfer_context","迁移应用","gh-09-c01-b9fcfc32","适合需要收集近迁移应用证据时调用"
"gh-09-c01-b9fcfc32-challenge_experiment","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","1","梯度向量","experiment","visual","challenge_experiment","挑战实验","gh-09-c01-b9fcfc32","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-09-c01-b9fcfc32-spatial_or_2d_view","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","1","梯度向量","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-09-c01-b9fcfc32","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-09-c01-b9fcfc32-teach_back_card","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","1","梯度向量","practice","verbal","teach_back_card","讲给同伴听","gh-09-c01-b9fcfc32","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-09-c02-6f9c66e1-intuition_simulation","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","2","方向导数","experiment","manipulative","intuition_simulation","直觉操作实验","gh-09-c02-6f9c66e1","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-09-c02-6f9c66e1-relationship_diagram","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","2","方向导数","lecture","relational","relationship_diagram","关系图谱","gh-09-c02-6f9c66e1","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-09-c02-6f9c66e1-symbolic_bridge","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","2","方向导数","lecture","symbolic","symbolic_bridge","符号桥接","gh-09-c02-6f9c66e1","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-09-c02-6f9c66e1-misconception_contrast","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","2","方向导数","game","relational","misconception_contrast","误解对比","gh-09-c02-6f9c66e1","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-09-c02-6f9c66e1-error_repair_challenge","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","2","方向导数","game","applied","error_repair_challenge","纠错挑战","gh-09-c02-6f9c66e1","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-09-c02-6f9c66e1-micro_practice","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","2","方向导数","practice","assessment","micro_practice","微练习确认","gh-09-c02-6f9c66e1","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-09-c02-6f9c66e1-transfer_context","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","2","方向导数","practice","applied","transfer_context","迁移应用","gh-09-c02-6f9c66e1","适合需要收集近迁移应用证据时调用"
"gh-09-c02-6f9c66e1-challenge_experiment","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","2","方向导数","experiment","visual","challenge_experiment","挑战实验","gh-09-c02-6f9c66e1","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-09-c02-6f9c66e1-spatial_or_2d_view","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","2","方向导数","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-09-c02-6f9c66e1","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-09-c02-6f9c66e1-teach_back_card","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","2","方向导数","practice","verbal","teach_back_card","讲给同伴听","gh-09-c02-6f9c66e1","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-09-c03-bdec6f69-intuition_simulation","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","3","梯度与等高线垂直","experiment","manipulative","intuition_simulation","直觉操作实验","gh-09-c03-bdec6f69","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-09-c03-bdec6f69-relationship_diagram","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","3","梯度与等高线垂直","lecture","relational","relationship_diagram","关系图谱","gh-09-c03-bdec6f69","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-09-c03-bdec6f69-symbolic_bridge","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","3","梯度与等高线垂直","lecture","symbolic","symbolic_bridge","符号桥接","gh-09-c03-bdec6f69","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-09-c03-bdec6f69-misconception_contrast","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","3","梯度与等高线垂直","game","relational","misconception_contrast","误解对比","gh-09-c03-bdec6f69","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-09-c03-bdec6f69-error_repair_challenge","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","3","梯度与等高线垂直","game","applied","error_repair_challenge","纠错挑战","gh-09-c03-bdec6f69","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-09-c03-bdec6f69-micro_practice","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","3","梯度与等高线垂直","practice","assessment","micro_practice","微练习确认","gh-09-c03-bdec6f69","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-09-c03-bdec6f69-transfer_context","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","3","梯度与等高线垂直","practice","applied","transfer_context","迁移应用","gh-09-c03-bdec6f69","适合需要收集近迁移应用证据时调用"
"gh-09-c03-bdec6f69-challenge_experiment","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","3","梯度与等高线垂直","experiment","visual","challenge_experiment","挑战实验","gh-09-c03-bdec6f69","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-09-c03-bdec6f69-spatial_or_2d_view","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","3","梯度与等高线垂直","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-09-c03-bdec6f69","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-09-c03-bdec6f69-teach_back_card","GH-09","梯度、方向导数与等高线","梯度、方向导数与等高线","3","梯度与等高线垂直","practice","verbal","teach_back_card","讲给同伴听","gh-09-c03-bdec6f69","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-10-c01-49857159-intuition_simulation","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","1","多元链式法则","experiment","manipulative","intuition_simulation","直觉操作实验","gh-10-c01-49857159","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-10-c01-49857159-relationship_diagram","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","1","多元链式法则","lecture","relational","relationship_diagram","关系图谱","gh-10-c01-49857159","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-10-c01-49857159-symbolic_bridge","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","1","多元链式法则","lecture","symbolic","symbolic_bridge","符号桥接","gh-10-c01-49857159","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-10-c01-49857159-misconception_contrast","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","1","多元链式法则","game","relational","misconception_contrast","误解对比","gh-10-c01-49857159","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-10-c01-49857159-error_repair_challenge","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","1","多元链式法则","game","applied","error_repair_challenge","纠错挑战","gh-10-c01-49857159","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-10-c01-49857159-micro_practice","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","1","多元链式法则","practice","assessment","micro_practice","微练习确认","gh-10-c01-49857159","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-10-c01-49857159-transfer_context","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","1","多元链式法则","practice","applied","transfer_context","迁移应用","gh-10-c01-49857159","适合需要收集近迁移应用证据时调用"
"gh-10-c01-49857159-challenge_experiment","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","1","多元链式法则","experiment","visual","challenge_experiment","挑战实验","gh-10-c01-49857159","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-10-c01-49857159-spatial_or_2d_view","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","1","多元链式法则","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-10-c01-49857159","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-10-c01-49857159-teach_back_card","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","1","多元链式法则","practice","verbal","teach_back_card","讲给同伴听","gh-10-c01-49857159","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-10-c02-8c59bfb2-intuition_simulation","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","2","向量值函数","experiment","manipulative","intuition_simulation","直觉操作实验","gh-10-c02-8c59bfb2","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-10-c02-8c59bfb2-relationship_diagram","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","2","向量值函数","lecture","relational","relationship_diagram","关系图谱","gh-10-c02-8c59bfb2","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-10-c02-8c59bfb2-symbolic_bridge","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","2","向量值函数","lecture","symbolic","symbolic_bridge","符号桥接","gh-10-c02-8c59bfb2","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-10-c02-8c59bfb2-misconception_contrast","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","2","向量值函数","game","relational","misconception_contrast","误解对比","gh-10-c02-8c59bfb2","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-10-c02-8c59bfb2-error_repair_challenge","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","2","向量值函数","game","applied","error_repair_challenge","纠错挑战","gh-10-c02-8c59bfb2","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-10-c02-8c59bfb2-micro_practice","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","2","向量值函数","practice","assessment","micro_practice","微练习确认","gh-10-c02-8c59bfb2","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-10-c02-8c59bfb2-transfer_context","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","2","向量值函数","practice","applied","transfer_context","迁移应用","gh-10-c02-8c59bfb2","适合需要收集近迁移应用证据时调用"
"gh-10-c02-8c59bfb2-challenge_experiment","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","2","向量值函数","experiment","visual","challenge_experiment","挑战实验","gh-10-c02-8c59bfb2","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-10-c02-8c59bfb2-spatial_or_2d_view","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","2","向量值函数","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-10-c02-8c59bfb2","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-10-c02-8c59bfb2-teach_back_card","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","2","向量值函数","practice","verbal","teach_back_card","讲给同伴听","gh-10-c02-8c59bfb2","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-10-c03-378a2272-intuition_simulation","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","3","Jacobian 表格","experiment","manipulative","intuition_simulation","直觉操作实验","gh-10-c03-378a2272","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-10-c03-378a2272-relationship_diagram","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","3","Jacobian 表格","lecture","relational","relationship_diagram","关系图谱","gh-10-c03-378a2272","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-10-c03-378a2272-symbolic_bridge","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","3","Jacobian 表格","lecture","symbolic","symbolic_bridge","符号桥接","gh-10-c03-378a2272","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-10-c03-378a2272-misconception_contrast","GH-10","多元链式法则与 Jacobian","多元链式法则与 Jacobian","3","Jacobian 表格","game","relational","misconception_contrast","误解对比","gh-10-c03-378a2272","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
